iter	Logloss
0	0.1853676031
1	0.1303250341
2	0.1149046826
3	0.1032732367
4	0.09541712128
5	0.08974349452
6	0.08662935961
7	0.0832830827
8	0.07985658945
9	0.07964097256
10	0.07639844727
11	0.07404465706
12	0.07391136014
13	0.07375283485
14	0.073575656
15	0.07108272802
16	0.07093572203
17	0.06949402154
18	0.06804827648
19	0.06685195429
20	0.06671676859
21	0.06661868512
22	0.06484455431
23	0.0633775962
24	0.06329113252
25	0.06232562766
26	0.06152364467
27	0.06145484575
28	0.06026882692
29	0.05939697881
30	0.05842750129
31	0.05687453969
32	0.05678724469
33	0.05617323677
34	0.05612364219
35	0.05534345431
36	0.05462265993
37	0.05457962837
38	0.05428513174
39	0.05425359461
40	0.05366516405
41	0.05363209047
42	0.05335875928
43	0.05332311356
44	0.05263078261
45	0.05186366559
46	0.05108949029
47	0.05036450466
48	0.0497559819
49	0.04945211161
50	0.04942467495
51	0.04918439565
52	0.04870690551
53	0.04800531363
54	0.04762023473
55	0.04717198223
56	0.04691030683
57	0.04616201111
58	0.04613940459
59	0.04568291226
60	0.04544986476
61	0.04500737146
62	0.04498547478
63	0.04494295949
64	0.04469057229
65	0.04397432621
66	0.04362138763
67	0.0433636393
68	0.04299788261
69	0.04257822368
70	0.04240310285
71	0.04209497502
72	0.04207512434
73	0.04200957211
74	0.04190276593
75	0.04156236992
76	0.0414588953
77	0.04131364091
78	0.04112095983
79	0.04100008494
80	0.04058392047
81	0.0405579198
82	0.04029979305
83	0.04005909906
84	0.0399495399
85	0.03939900256
86	0.03913866568
87	0.03900854297
88	0.03884928479
89	0.03883712786
90	0.03867667034
91	0.03850211836
92	0.03832028884
93	0.03804659268
94	0.03790610029
95	0.03787201718
96	0.03786216675
97	0.03763573304
98	0.03751382057
99	0.03725893441
100	0.03693270084
101	0.03692364019
102	0.03668491881
103	0.03666635061
104	0.03665100427
105	0.03659447308
106	0.03643568172
107	0.03627369738
108	0.03589464184
109	0.03582451151
110	0.03559372723
111	0.03550582574
112	0.03530029892
113	0.03511077186
114	0.03491558973
115	0.03473664471
116	0.03469469534
117	0.03427873655
118	0.03427332732
119	0.03414081249
120	0.03413378106
121	0.03402801141
122	0.0338708928
123	0.03362267573
124	0.03342214119
125	0.03338305588
126	0.03302937657
127	0.03297212181
128	0.03283598242
129	0.03278947489
130	0.03271607213
131	0.03237366983
132	0.0321784807
133	0.03213451838
134	0.03189451528
135	0.0317775481
136	0.03177163953
137	0.03153447917
138	0.03146160462
139	0.0314453065
140	0.03141661499
141	0.03141055168
142	0.03113622834
143	0.03103665997
144	0.03103117798
145	0.03086778176
146	0.0306833234
147	0.0306281374
148	0.03050565497
149	0.03025566083
150	0.03010710236
151	0.03010352786
152	0.02990952985
153	0.02982997186
154	0.02981821594
155	0.02971564827
156	0.02964691388
157	0.02956065728
158	0.02950483008
159	0.02938569503
160	0.02928627552
161	0.02919562056
162	0.02914124337
163	0.02913272073
164	0.02884537733
165	0.0288392916
166	0.02868855681
167	0.02868537377
168	0.02862565028
169	0.02849764511
170	0.02823844916
171	0.02817474654
172	0.02800740605
173	0.02794232346
174	0.02782086767
175	0.02771339182
176	0.02761210264
177	0.02728883449
178	0.02725319084
179	0.02723338664
180	0.0271778646
181	0.02714599414
182	0.0271010447
183	0.02698837198
184	0.0269825625
185	0.02690845543
186	0.02683840899
187	0.02672153079
188	0.0267174887
189	0.02671242656
190	0.02663640191
191	0.02663322352
192	0.02660290695
193	0.0265264655
194	0.0264554968
195	0.02642054351
196	0.02641564572
197	0.02634571312
198	0.02626747558
199	0.02620800119
200	0.02617639732
201	0.02617304101
202	0.02610736547
203	0.02604504937
204	0.02602347786
205	0.02596756913
206	0.02590380995
207	0.0258079771
208	0.02562396467
209	0.02557252691
210	0.02550651257
211	0.02550334703
212	0.02549458763
213	0.02535598756
214	0.02535244258
215	0.02534991685
216	0.02522163712
217	0.02521903734
218	0.02517635929
219	0.0251001425
220	0.02502747427
221	0.02494779126
222	0.02485056138
223	0.02468799656
224	0.02454157207
225	0.02452794629
226	0.02440107246
227	0.02439601577
228	0.02435882354
229	0.02431561485
230	0.02424912913
231	0.02411628902
232	0.02403806045
233	0.02389848581
234	0.02389561093
235	0.02376506489
236	0.0237593557
237	0.02355069623
238	0.02347068659
239	0.0233107669
240	0.02317707453
241	0.02309839457
242	0.02297855403
243	0.0227389664
244	0.0225086585
245	0.02248510226
246	0.02248274311
247	0.02246837856
248	0.02244280446
249	0.02242724095
250	0.02228643507
251	0.02223563756
252	0.0221890177
253	0.02207253253
254	0.02196388397
255	0.02196160302
256	0.02181993969
257	0.0218178289
258	0.0217066166
259	0.02164196252
260	0.02160164493
261	0.02142004441
262	0.02141804286
263	0.02135586729
264	0.02126538039
265	0.02121626471
266	0.0211794844
267	0.02105409435
268	0.0209942363
269	0.02090451436
270	0.0208693919
271	0.02083997227
272	0.02083800785
273	0.02080926777
274	0.02070237988
275	0.02068626376
276	0.02053130317
277	0.02053112824
278	0.02047866157
279	0.02042802203
280	0.02039298827
281	0.02034529413
282	0.02026446157
283	0.02014997768
284	0.02013610149
285	0.02013300436
286	0.02008265616
287	0.02008069225
288	0.02002569035
289	0.01997375652
290	0.01997067031
291	0.0199064393
292	0.01985315743
293	0.01977912847
294	0.01976553917
295	0.01972076856
296	0.01967284474
297	0.01957754791
298	0.01954967435
299	0.01947604317
300	0.019466135
301	0.01942112244
302	0.01942030041
303	0.01937513739
304	0.01931149863
305	0.01928801333
306	0.01928623653
307	0.01917881313
308	0.01917714243
309	0.0190501489
310	0.01904828692
311	0.01904676661
312	0.01901390715
313	0.01890040964
314	0.01890009737
315	0.0188870575
316	0.01884239804
317	0.01864104285
318	0.01862226907
319	0.0186120236
320	0.01856447125
321	0.01850180878
322	0.01849030279
323	0.01828289682
324	0.01828020094
325	0.01827764122
326	0.01827584396
327	0.01823196208
328	0.01818091997
329	0.01815159093
330	0.01813763518
331	0.01811063792
332	0.01807685371
333	0.01803951085
334	0.01797815878
335	0.01797707544
336	0.0178819908
337	0.01781060805
338	0.01780048851
339	0.01776906154
340	0.01776789297
341	0.01772582823
342	0.01772455972
343	0.01768934668
344	0.01756448834
345	0.01756378022
346	0.01753342898
347	0.01751497362
348	0.01745813444
349	0.0174320188
350	0.01735239483
351	0.01729907741
352	0.0172917102
353	0.01727063407
354	0.01726312914
355	0.01714910985
356	0.01711208643
357	0.01710732302
358	0.01709528518
359	0.01692629752
360	0.0169143695
361	0.01691149439
362	0.01688022318
363	0.01685019578
364	0.01680367333
365	0.01675347774
366	0.01668447378
367	0.01662788043
368	0.01661993686
369	0.01658719785
370	0.01652133149
371	0.01651035392
372	0.0164958559
373	0.01648197686
374	0.01645630911
375	0.0164547645
376	0.01643950996
377	0.01641875576
378	0.01639696006
379	0.01636519686
380	0.01634269689
381	0.01631922518
382	0.01626891854
383	0.01609428798
384	0.01607288208
385	0.01606467266
386	0.0160258928
387	0.01602562665
388	0.01596871117
389	0.01592401565
390	0.01589502128
391	0.01587175184
392	0.01585760014
393	0.0158243806
394	0.01573322468
395	0.01565698942
396	0.0155820678
397	0.01557396829
398	0.01557370509
399	0.01554771822
