Name,Value,Timestamp,Step
"best_cv_score",0.8600941093742774,1633892797552,1
"f1_score_on_testdata",0.8724622592399793,1633892821492,1
"precision_score_on_testdata",0.8802521008403361,1633892821500,1
"recall_score_on_testdata",0.8648090815273478,1633892821507,1
